,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_30.mid",11.0, 8.0, 3.0, 2.0, 38.0, 0.0, 0.12, 0.88, 1.0, 3.0, 82.0, 3.94, 86.0, 2.0, 0.36, 0.38, 0.5, 0.5263, 8.0, 2.0, 8.133, 2.583, 1.972, -1.409, -0.0697, 1.674, 7.469, 6.207, 5.799, 0.0, 86.0, 2.0, 78.0, 6.0, 0.0, 4.939, 2.0, 6.0, 0.5714, 0.1786, 0.6735, 0.5714, 0.02041, 0.08163, 0.0, 0.0, 0.102, 0.02041, 0.02041, 0.06122, 0.02041, 0.1224, 0.0, 0.0, 0.4762, 1.615, 18.15, 2.486, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 3.399, 3.399, 0.4139, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.25, 0.25, 0.25, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 50.0, 50.0, 0.0, 0.0375, 0.04167, 0.01263, 0.2776, 0.2776, 0.2776, 1.006, 1.006, 0.376, 0.376, 0.25, 0.25, 0.3087, 0.3087, 0.0, 6.0, 10.0, 10.0, 160.0, 96.0, 1.667, 0.1057, 0.1031, 1.025, 0.2088, 0.02385, 0.0, 0.3, 168.0, 168.3, 1.103E-11, 5.244, 9.535, 6.788, 0.09743, 0.09743, 0.02728, 0.02728, 0.07427, 0.08913, 0.07576, 0.004502, 1.0, 0.0, 14.0, 14.0, 85.0, 113.0, 1.329, 0.07843, 0.07843, 1.0, 0.1569, 0.02023, 0.0, 0.1429
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_31.mid",13.0, 8.0, 3.0, 2.0, 38.0, 0.0, 0.08, 0.92, 1.0, 3.0, 82.0, 4.12, 86.0, 2.0, 0.36, 0.38, 0.5, 0.5789, 10.0, 2.0, 7.613, 2.89, 1.805, -0.5517, 0.1246, 1.529, 8.24, 6.119, 6.51, 0.0, 78.0, 6.0, 76.0, 4.0, 0.0, 4.327, 2.0, 2.0, 0.551, 0.1852, 0.6531, 0.551, 0.04082, 0.1429, 0.0, 0.02041, 0.06122, 0.02041, 0.04082, 0.06122, 0.02041, 0.08163, 0.0, 0.0, 0.4545, 1.571, 14.0, 2.514, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 3.704, 3.704, 0.04923, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.25, 0.25, 0.25, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 50.0, 50.0, 0.0, 0.03833, 0.04167, 0.01142, 0.216, 0.216, 0.216, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.0, 0.0, 0.0, 5.0, 10.0, 10.0, 160.0, 120.0, 1.333, 0.1097, 0.1071, 1.024, 0.2168, 0.02426, 0.0, 0.3, 168.0, 168.3, 1.06E-11, 4.813, 10.39, 0.0, 0.09566, 0.09566, 0.02466, 0.02466, 0.07427, 0.08913, 0.07546, 0.004071, 1.0, 0.0, 14.0, 14.0, 168.0, 113.0, 1.487, 0.08171, 0.07977, 1.024, 0.1615, 0.02028, 0.0, 0.4286
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_32.mid",8.0, 8.0, 3.0, 2.0, 7.0, 0.12, 0.88, 0.0, 2.0, 2.0, 56.0, 5.6, 55.0, 7.0, 0.3, 0.3, 0.9333, 0.9333, 5.0, 7.0, 2.364, 3.79, 3.597, -0.05075, -1.108, 1.635, 4.983, 5.219, 6.582, 0.0, 58.0, 10.0, 55.0, 7.0, 2.0, 2.388, 3.0, 2.0, 0.3265, 0.75, 0.3469, 0.2449, 0.08163, 0.4082, 0.08163, 0.2245, 0.02041, 0.02041, 0.0, 0.0, 0.0, 0.0, 3.0, 0.04, 0.5946, 1.276, 3.966, 2.825, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.923, 1.923, 0.954, 2.0, 3.0, 2.0, 0.62, 1.0, 0.38, 0.0, 0.0, 0.0, 0.125, 0.5, 0.3375, 0.25, 0.56, 0.6786, 1.0, 0.1318, 1.991, 4.797, 4.545, 1.0, 5.447, 0.01, 0.0, 0.03184, 0.3702, 0.3702, 0.3702, 2.0, 2.0, 1.375, 1.375, 1.5, 1.5, 0.5962, 0.5962, 0.0, 3.0, 17.0, 9.0, 40.0, 120.0, 3.0, 0.1217, 0.1217, 1.0, 0.2434, 0.02007, 0.0, 0.4444, 140.0, 140.0, 5.173E-12, 11.14, 4.487, 1.645, 0.2248, 0.2248, 0.2432, 0.2432, 0.02679, 0.2143, 0.1404, 0.05586, 0.06, 1.0, 16.0, 11.0, 140.0, 40.0, 3.5, 0.1, 0.08261, 1.211, 0.1826, 0.01755, 0.09091, 0.1818
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_33.mid",8.0, 6.0, 5.0, 2.0, 29.0, 0.36, 0.64, 0.0, 2.0, 3.0, 52.0, 5.02, 55.0, 7.0, 0.24, 0.32, 0.8333, 0.9375, 5.0, 7.0, 9.213, 3.437, 2.936, -0.9574, -1.728, 1.532, 6.971, 5.109, 6.528, 0.0, 60.0, 0.0, 36.0, 0.0, 2.0, 4.286, 3.0, 3.0, 0.4082, 1.0, 0.02041, 0.0, 0.0, 0.4082, 0.0, 0.4082, 0.1429, 0.0, 0.0, 0.02041, 0.0, 0.02041, 0.0, 0.0, 0.4694, 1.065, 4.457, 2.833, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.511, 2.511, 1.531, 3.0, 2.0, 2.0, 0.8, 0.8, 0.2, 0.0, 0.0, 0.0, 0.25, 1.0, 0.4, 0.25, 0.8, 0.25, 3.0, 0.303, 1.485, 6.793, 25.0, 40.0, 21.21, 0.0168, 0.0, 0.03393, 0.03795, 0.03795, 0.03795, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 10.0, 10.0, 120.0, 60.0, 2.0, 0.124, 0.1132, 1.095, 0.2372, 0.02436, 0.0, 0.3, 140.0, 140.0, 5.144E-12, 8.535, 5.858, 4.14, 0.1658, 0.1658, 0.1258, 0.1258, 0.1071, 0.3926, 0.1642, 0.1153, 0.0, 1.0, 12.0, 12.0, 140.0, 70.0, 2.0, 0.1065, 0.09722, 1.095, 0.2037, 0.02213, 0.0, 0.1667
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_34.mid",11.0, 8.0, 2.0, 2.0, 24.0, 0.6, 0.4, 0.0, 2.0, 2.0, 56.0, 4.8, 50.0, 2.0, 0.34, 0.34, 0.6471, 0.6471, 3.0, 3.0, 7.699, 3.11, 4.361, 1.231, -0.1929, 2.091, 5.818, 5.227, 4.674, 0.0, 67.0, 7.0, 53.0, 5.0, 3.0, 3.347, 4.0, 1.0, 0.4286, 0.4286, 0.5306, 0.06122, 0.1224, 0.3061, 0.4286, 0.102, 0.0, 0.04082, 0.04082, 0.0, 0.0, 0.02041, 0.0, 0.0, 0.4565, 1.394, 4.909, 3.622, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.7692, 0.7692, 0.5135, 6.0, 4.0, 3.0, 0.0, 0.5, 0.92, 0.24, 0.0, 0.0, 0.5, 4.0, 1.15, 0.5, 0.5, 0.52, 2.0, 1.001, 0.4494, 9.448, 2.273, 2.0, 1.162, 0.0, 0.0, 0.0, 0.1154, 0.1154, 0.1154, 4.0, 4.0, 1.25, 1.25, 0.5, 0.5, 1.405, 1.405, 0.0, 5.0, 5.0, 5.0, 60.0, 120.0, 2.0, 0.2677, 0.2126, 1.259, 0.4803, 0.03543, 0.0, 0.4, 93.0, 93.0, 6.765E-12, 41.94, 1.192, 0.9067, 0.7912, 0.7912, 0.7064, 0.7064, 0.3226, 2.581, 0.7419, 0.646, 0.0, 4.0, 4.0, 4.0, 47.0, 93.0, 1.979, 0.3269, 0.2596, 1.259, 0.5865, 0.03984, 0.0, 0.5
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_35.mid",13.0, 7.0, 5.0, 1.0, 38.0, 0.12, 0.04, 0.84, 6.0, 3.0, 76.0, 6.22, 82.0, 10.0, 0.28, 0.3, 0.5, 0.5333, 5.0, 5.0, 10.48, 3.683, 4.562, -1.276, -0.6354, 1.723, 9.088, 5.23, 4.471, 0.0, 50.0, 2.0, 70.0, 10.0, 2.0, 2.816, 4.0, 2.0, 0.3673, 0.5, 0.2857, 0.1837, 0.1837, 0.551, 0.102, 0.1224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04082, 4.0, 0.1, 0.475, 1.429, 4.821, 3.778, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.7782, 0.7782, 0.3656, 8.0, 7.0, 3.0, 0.18, 0.38, 0.74, 0.12, 0.02, 0.14, 0.25, 6.0, 1.055, 1.0, 0.44, 0.4545, 2.0, 0.9811, 0.1682, 19.31, 1.724, 1.0, 1.222, 0.022, 0.0, 0.09906, 0.193, 0.193, 0.193, 4.0, 4.0, 0.5636, 0.5636, 0.5, 0.5, 0.7782, 0.7782, 0.0, 5.0, 5.0, 5.0, 120.0, 60.0, 2.0, 0.2475, 0.2277, 1.087, 0.4752, 0.03532, 0.0, 0.6, 93.0, 93.0, 6.751E-12, 41.45, 1.206, 0.3996, 0.8142, 0.8142, 0.6714, 0.6714, 0.1613, 3.548, 0.669, 0.5873, 0.0, 4.0, 4.0, 4.0, 93.0, 47.0, 1.979, 0.3086, 0.284, 1.087, 0.5926, 0.03974, 0.0, 0.5
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_36.mid",16.0, 9.0, 2.0, 2.0, 39.0, 0.4, 0.5, 0.1, 2.0, 2.0, 59.0, 6.86, 69.0, 9.0, 0.28, 0.42, 0.3571, 0.4762, 24.0, 2.0, 10.86, 2.703, 1.773, 0.7349, -0.1554, 0.2369, 5.125, 6.126, 7.882, 0.0, 73.0, 1.0, 40.0, 4.0, 0.0, 5.816, 3.0, 2.0, 0.3061, 0.6667, 0.4898, 0.3061, 0.1429, 0.3469, 0.04082, 0.02041, 0.0, 0.0, 0.0, 0.102, 0.0, 0.1837, 0.0, 0.04, 0.5882, 2.0, 15.88, 5.074, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.5525, 0.5525, 0.3853, 10.0, 6.0, 4.0, 0.22, 0.46, 0.76, 0.06, 0.02, 0.3, 0.25, 12.0, 1.115, 1.5, 0.28, 0.8571, 3.0, 1.66, 0.2078, 45.87, 2.381, 2.0, 1.774, 0.34, 0.0, 2.404, 0.1961, 0.1961, 0.1961, 3.25, 3.25, 0.6827, 0.6827, 0.5, 0.5, 0.5365, 0.5365, 0.0, 3.0, 5.0, 4.0, 60.0, 120.0, 2.0, 0.3267, 0.2673, 1.222, 0.5941, 0.03838, 0.0, 0.5, 324.0, 324.0, 1.506E-11, 16.76, 2.983, 1.646, 0.3269, 0.3269, 0.743, 0.743, 0.0463, 5.37, 0.2694, 0.7428, 0.46, 2.0, 13.0, 12.0, 162.0, 81.0, 2.0, 0.148, 0.1076, 1.375, 0.2556, 0.02313, 0.0, 0.25
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_37.mid",14.0, 7.0, 4.0, 1.0, 34.0, 0.48, 0.5, 0.02, 1.0, 3.0, 55.0, 7.48, 45.0, 9.0, 0.28, 0.48, 0.5714, 0.4167, 12.0, 2.0, 9.365, 2.682, 1.639, 0.07689, -1.7, -0.1464, 5.915, 8.319, 6.015, 0.0, 45.0, 9.0, 45.0, 9.0, 0.0, 7.184, 5.0, 10.0, 0.1837, 0.8889, 0.6122, 0.1837, 0.04082, 0.1633, 0.06122, 0.04082, 0.0, 0.02041, 0.1224, 0.1633, 0.1429, 0.102, 2.0, 0.18, 0.5, 1.481, 12.7, 3.206, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.8065, 0.8065, 0.2766, 5.0, 5.0, 3.0, 0.16, 0.6, 0.84, 0.02, 0.0, 0.34, 0.25, 2.0, 0.85, 0.5, 0.44, 0.7727, 3.0, 0.5369, 1.956, 4.9, 1.923, 1.0, 2.481, 0.0, 0.0, 0.0, 0.3145, 0.3145, 0.3145, 0.75, 0.75, 0.5571, 0.5571, 0.5, 0.5, 0.1065, 0.1065, 0.0, 3.0, 5.0, 3.0, 40.0, 60.0, 1.5, 0.3033, 0.2869, 1.057, 0.5902, 0.03889, 0.0, 0.6667, 324.0, 324.0, 6.617E-11, 11.48, 4.355, 0.8182, 0.2296, 0.2296, 0.1136, 0.1136, 0.0463, 0.3704, 0.1574, 0.09943, 0.6, 5.0, 13.0, 7.0, 108.0, 162.0, 1.5, 0.1402, 0.1326, 1.057, 0.2727, 0.02454, 0.0, 0.2857
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_38.mid",10.0, 6.0, 5.0, 4.0, 32.0, 0.0, 0.28, 0.72, 3.0, 1.0, 77.0, 4.22, 84.0, 9.0, 0.2, 0.22, 0.7, 0.9091, 4.0, 9.0, 11.25, 3.196, 3.828, -1.691, 0.2065, 0.674, 5.517, 5.244, 6.251, 0.0, 84.0, 0.0, 89.0, 5.0, 2.0, 5.082, 3.0, 3.0, 0.2857, 0.6429, 0.2653, 0.02041, 0.08163, 0.3673, 0.1633, 0.1837, 0.0, 0.06122, 0.1224, 0.0, 0.0, 0.08163, 1.0, 0.0, 0.5833, 2.087, 10.3, 6.222, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.8932, 0.8932, 0.4085, 6.0, 6.0, 4.0, 0.28, 0.5, 0.62, 0.28, 0.0, 0.14, 0.25, 3.0, 1.08, 0.25, 0.28, 0.7857, 1.0, 0.9013, 0.2663, 6.071, 1.852, 1.0, 1.703, 0.1039, 0.05833, 0.118, 0.02188, 0.02188, 0.02188, 0.7542, 0.7542, 0.4069, 0.4069, 0.2333, 0.2333, 0.3007, 0.3007, 0.0, 3.0, 10.0, 5.0, 43.0, 128.0, 2.977, 0.2045, 0.1136, 1.8, 0.3182, 0.02407, 0.4, 0.6, 120.0, 120.0, 0.0, 27.99, 1.786, 0.6978, 0.5471, 0.5471, 0.4772, 0.4772, 0.1146, 1.638, 0.5475, 0.4765, 0.0, 3.0, 10.0, 5.0, 43.0, 128.0, 2.977, 0.2045, 0.1136, 1.8, 0.3182, 0.02407, 0.4, 0.6
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_39.mid",10.0, 6.0, 5.0, 3.0, 32.0, 0.0, 0.28, 0.72, 3.0, 2.0, 77.0, 4.2, 84.0, 9.0, 0.2, 0.22, 0.8, 0.9091, 4.0, 9.0, 11.34, 3.194, 3.687, -1.619, 0.1878, 0.5859, 5.53, 5.256, 6.613, 0.0, 88.0, 4.0, 81.0, 9.0, 2.0, 4.878, 4.0, 3.0, 0.2857, 0.6429, 0.2449, 0.04082, 0.102, 0.3878, 0.1429, 0.1837, 0.0, 0.04082, 0.1224, 0.0, 0.0, 0.08163, 1.333, 0.0, 0.5319, 2.136, 10.68, 6.135, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.9211, 0.9211, 0.3241, 6.0, 6.0, 4.0, 0.28, 0.52, 0.62, 0.28, 0.0, 0.12, 0.25, 3.0, 1.06, 0.25, 0.28, 0.8571, 1.0, 0.9029, 1.861, 6.147, 1.724, 1.0, 1.556, 0.1026, 0.03333, 0.1183, 0.008674, 0.008674, 0.008674, 0.2333, 0.2333, 0.2333, 0.2333, 0.2333, 0.2333, 0.0, 0.0, 0.0, 3.0, 10.0, 6.0, 43.0, 128.0, 2.977, 0.2, 0.1294, 1.545, 0.3294, 0.02404, 0.5, 0.6667, 120.0, 120.0, 0.0, 27.14, 1.842, 0.6237, 0.5423, 0.5423, 0.4792, 0.4792, 0.1146, 1.638, 0.5381, 0.478, 0.0, 3.0, 10.0, 6.0, 43.0, 128.0, 2.977, 0.2, 0.1294, 1.545, 0.3294, 0.02404, 0.5, 0.6667
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_40.mid",9.0, 5.0, 4.0, 2.0, 28.0, 0.0, 0.68, 0.32, 2.0, 2.0, 71.0, 7.96, 69.0, 9.0, 0.32, 0.36, 1.0, 0.9444, 2.0, 2.0, 4.664, 3.392, 1.423, 0.5146, -0.9197, 1.855, 8.994, 5.849, 5.136, 0.0, 57.0, 9.0, 71.0, 11.0, 2.0, 3.673, 3.0, 1.0, 0.5306, 0.2692, 0.2857, 0.0, 0.0, 0.5306, 0.2245, 0.1224, 0.0, 0.02041, 0.06122, 0.02041, 0.0, 0.02041, 1.75, 0.0, 0.4898, 1.256, 4.538, 3.951, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.7353, 0.7353, 0.7182, 7.0, 3.0, 3.0, 0.24, 0.76, 0.52, 0.24, 0.0, 0.0, 0.25, 4.0, 1.28, 0.5, 0.52, 0.4615, 1.0, 1.547, 1.512, 5.929, 5.0, 6.0, 2.944, 0.02, 0.0, 0.03595, 0.04412, 0.04412, 0.04412, 2.5, 2.5, 1.5, 1.5, 2.5, 2.5, 1.414, 1.414, 0.0, 5.0, 15.0, 10.0, 120.0, 80.0, 1.5, 0.1302, 0.125, 1.042, 0.2552, 0.02285, 0.0, 0.3, 136.0, 136.0, 1.166E-10, 30.0, 1.667, 1.685, 0.5533, 0.5533, 0.6599, 0.6599, 0.1471, 1.765, 0.5735, 0.6768, 0.0, 5.0, 16.0, 9.0, 136.0, 91.0, 1.495, 0.1263, 0.1212, 1.042, 0.2475, 0.02223, 0.0, 0.2222
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_41.mid",14.0, 6.0, 3.0, 2.0, 41.0, 0.06, 0.26, 0.68, 2.0, 2.0, 74.0, 6.08, 78.0, 2.0, 0.22, 0.26, 0.7273, 0.8462, 4.0, 4.0, 9.283, 3.55, 1.947, -1.138, 0.0676, 1.418, 9.376, 4.963, 4.883, 0.0, 86.0, 2.0, 74.0, 2.0, 1.0, 4.816, 4.0, 1.0, 0.2041, 1.0, 0.4694, 0.04082, 0.2041, 0.4082, 0.3469, 0.04082, 0.0, 0.02041, 0.02041, 0.02041, 0.0, 0.102, 1.125, 0.0, 0.4681, 1.679, 8.286, 4.594, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.5837, 0.5837, 0.5695, 7.0, 4.0, 2.0, 0.1, 0.58, 0.62, 0.28, 0.0, 0.0, 0.25, 4.0, 1.525, 0.5, 0.48, 0.5833, 6.0, 1.572, 1.957, 5.331, 5.0, 3.0, 4.082, 0.008333, 0.0, 0.02525, 0.1051, 0.1051, 0.1051, 2.5, 2.5, 1.8, 1.8, 2.0, 2.0, 0.7583, 0.7583, 0.0, 5.0, 15.0, 5.0, 120.0, 40.0, 3.0, 0.2444, 0.1444, 1.692, 0.3889, 0.02854, 0.0, 0.6, 136.0, 136.0, 1.527E-10, 37.79, 1.323, 1.4, 0.7678, 0.7678, 0.6868, 0.6868, 0.1471, 1.765, 0.6765, 0.6904, 0.0, 5.0, 16.0, 5.0, 136.0, 46.0, 2.957, 0.2418, 0.1429, 1.692, 0.3846, 0.02823, 0.0, 0.4
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_42.mid",13.0, 5.0, 5.0, 2.0, 38.0, 0.0, 0.36, 0.64, 5.0, 1.0, 75.0, 6.36, 76.0, 4.0, 0.16, 0.3, 0.75, 0.7333, 7.0, 5.0, 7.905, 3.281, 1.287, -0.01518, -0.5852, 0.5596, 6.648, 4.87, 5.413, 0.0, 100.0, 4.0, 76.0, 4.0, 2.0, 3.388, 1.0, 1.0, 0.6531, 0.125, 0.2245, 0.06122, 0.0, 0.6531, 0.1224, 0.08163, 0.0, 0.04082, 0.0, 0.0, 0.0, 0.04082, 2.0, 0.04, 0.413, 1.394, 4.97, 3.457, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.3312, 0.3312, NaN, 9.0, 6.0, 2.0, 0.0, 0.52, 0.82, 0.26, 0.16, 0.16, 0.5, 12.0, 1.8, 0.5, 0.52, 0.4231, 2.0, 2.405, 1.621, 12.22, 1.613, 1.0, 0.9193, 0.711, 0.008333, 4.803, 0.1762, 0.1762, 0.1762, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 0.0, 0.0, 0.0, 5.0, 5.0, 5.0, 120.0, 60.0, 2.0, 0.314, 0.2093, 1.5, 0.5233, 0.03652, 0.0, 0.6, 189.0, 189.0, 5.702E-11, 47.93, 1.043, 1.236, 0.7683, 0.7683, 2.103, 2.103, 0.1561, 14.6, 0.7897, 2.087, 0.0, 5.0, 8.0, 8.0, 188.0, 48.0, 3.917, 0.216, 0.144, 1.5, 0.36, 0.02879, 0.0, 0.375
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_43.mid",11.0, 6.0, 5.0, 1.0, 21.0, 0.0, 0.0, 1.0, 5.0, 1.0, 83.0, 6.08, 88.0, 4.0, 0.18, 0.34, 0.8889, 0.5294, 12.0, 5.0, 6.37, 3.063, 1.37, 0.2826, 0.07836, -1.752, 5.187, 5.105, 5.456, 0.0, 74.0, 2.0, 93.0, 9.0, 2.0, 3.041, 3.0, 1.0, 0.5102, 0.4, 0.3673, 0.06122, 0.0, 0.5102, 0.2449, 0.1224, 0.0, 0.02041, 0.0, 0.0, 0.04082, 0.0, 5.0, 0.02, 0.4565, 1.438, 4.5, 2.5, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.2591, 0.2591, 0.3383, 9.0, 7.0, 2.0, 0.0, 0.44, 0.62, 0.44, 0.36, 0.14, 0.5, 12.0, 3.5, 0.5, 0.44, 0.5, 8.0, 3.798, 1.974, 5.67, 1.923, 1.0, 1.23, 0.3703, 0.01667, 1.776, 0.003368, 0.003368, 0.003368, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 5.0, 5.0, 120.0, 60.0, 2.0, 0.2838, 0.2027, 1.4, 0.4865, 0.03582, 0.0, 0.6, 189.0, 189.0, 4.386E-11, 61.27, 0.8161, 0.883, 1.196, 1.196, 1.538, 1.538, 0.1561, 7.614, 1.221, 1.533, 0.0, 5.0, 8.0, 8.0, 188.0, 48.0, 3.917, 0.1909, 0.1455, 1.312, 0.3364, 0.02819, 0.0, 0.375
